platform,source_line_id,player_name,game_matchup,sport,stat_type,line,over_payout_multiplier,under_payout_multiplier,game_id,game_start_time,status,odds_type,pulled_at
prizepicks,14835478,Solana Sierra,Solana Sierra @ Cadence Brace,TENNIS,Total Games Won,13.5,,,187208,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14835042,Solana Sierra,Solana Sierra @ Cadence Brace,TENNIS,Total Games Won,12.5,,,187208,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14835465,Cadence Brace,Solana Sierra @ Cadence Brace,TENNIS,Total Games Won,12.5,,,187208,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14835480,Solana Sierra,Solana Sierra @ Cadence Brace,TENNIS,Total Games Won,11.5,,,187208,2026-09-15T12:00:00.000-04:00,pre_game,goblin,2026-09-15T15:32:05.598951+00:00
prizepicks,14836953,Cadence Brace,Solana Sierra @ Cadence Brace,TENNIS,Total Games Won,11.5,,,187208,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14855783,Solana Sierra,Solana Sierra @ Cadence Brace,TENNIS,Double Faults,11.5,,,187208,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14835469,Solana Sierra,Solana Sierra @ Cadence Brace,TENNIS,1st Set Total Games,10.5,,,187208,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14835481,Solana Sierra,Solana Sierra @ Cadence Brace,TENNIS,Total Games Won,10.5,,,187208,2026-09-15T12:00:00.000-04:00,pre_game,goblin,2026-09-15T15:32:05.598951+00:00
prizepicks,14855782,Solana Sierra,Solana Sierra @ Cadence Brace,TENNIS,Double Faults,10.5,,,187208,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14835482,Solana Sierra,Solana Sierra @ Cadence Brace,TENNIS,Total Games Won,9.5,,,187208,2026-09-15T12:00:00.000-04:00,pre_game,goblin,2026-09-15T15:32:05.598951+00:00
prizepicks,14837011,Solana Sierra,Solana Sierra @ Cadence Brace,TENNIS,Double Faults,9.5,,,187208,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14855780,Cadence Brace,Solana Sierra @ Cadence Brace,TENNIS,Double Faults,9.5,,,187208,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14855781,Cadence Brace,Solana Sierra @ Cadence Brace,TENNIS,Total Games Won,9.5,,,187208,2026-09-15T12:00:00.000-04:00,pre_game,goblin,2026-09-15T15:32:05.598951+00:00
prizepicks,14835467,Cadence Brace,Solana Sierra @ Cadence Brace,TENNIS,Total Games Won,8.5,,,187208,2026-09-15T12:00:00.000-04:00,pre_game,goblin,2026-09-15T15:32:05.598951+00:00
prizepicks,14835470,Solana Sierra,Solana Sierra @ Cadence Brace,TENNIS,1st Set Total Games,8.5,,,187208,2026-09-15T12:00:00.000-04:00,pre_game,goblin,2026-09-15T15:32:05.598951+00:00
prizepicks,14836993,Cadence Brace,Solana Sierra @ Cadence Brace,TENNIS,Double Faults,8.5,,,187208,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14837009,Solana Sierra,Solana Sierra @ Cadence Brace,TENNIS,Double Faults,8.5,,,187208,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14835466,Cadence Brace,Solana Sierra @ Cadence Brace,TENNIS,Total Games Won,7.5,,,187208,2026-09-15T12:00:00.000-04:00,pre_game,goblin,2026-09-15T15:32:05.598951+00:00
prizepicks,14836992,Cadence Brace,Solana Sierra @ Cadence Brace,TENNIS,Double Faults,7.5,,,187208,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14837012,Solana Sierra,Solana Sierra @ Cadence Brace,TENNIS,Double Faults,7.5,,,187208,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14835468,Cadence Brace,Solana Sierra @ Cadence Brace,TENNIS,Total Games Won,6.5,,,187208,2026-09-15T12:00:00.000-04:00,pre_game,goblin,2026-09-15T15:32:05.598951+00:00
prizepicks,14836994,Cadence Brace,Solana Sierra @ Cadence Brace,TENNIS,Double Faults,6.5,,,187208,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14835471,Solana Sierra,Solana Sierra @ Cadence Brace,TENNIS,1st Set Total Games Won,5.5,,,187208,2026-09-15T12:00:00.000-04:00,pre_game,goblin,2026-09-15T15:32:05.598951+00:00
prizepicks,14836991,Cadence Brace,Solana Sierra @ Cadence Brace,TENNIS,Double Faults,5.5,,,187208,2026-09-15T12:00:00.000-04:00,pre_game,goblin,2026-09-15T15:32:05.598951+00:00
prizepicks,14837005,Solana Sierra,Solana Sierra @ Cadence Brace,TENNIS,Double Faults,5.5,,,187208,2026-09-15T12:00:00.000-04:00,pre_game,goblin,2026-09-15T15:32:05.598951+00:00
prizepicks,14835462,Cadence Brace,Solana Sierra @ Cadence Brace,TENNIS,1st Set Total Games Won,4.5,,,187208,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14836998,Solana Sierra,Solana Sierra @ Cadence Brace,TENNIS,Aces,4.5,,,187208,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14836989,Cadence Brace,Solana Sierra @ Cadence Brace,TENNIS,Aces,3.5,,,187208,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14836996,Solana Sierra,Solana Sierra @ Cadence Brace,TENNIS,Aces,3.5,,,187208,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14847020,Solana Sierra,Solana Sierra @ Cadence Brace,TENNIS,Fantasy Score,3.0,,,187208,2026-09-15T12:00:00.000-04:00,pre_game,goblin,2026-09-15T15:32:05.598951+00:00
prizepicks,14835483,Solana Sierra,Solana Sierra @ Cadence Brace,TENNIS,Total Sets,2.5,,,187208,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14836988,Cadence Brace,Solana Sierra @ Cadence Brace,TENNIS,Aces,2.5,,,187208,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14836995,Solana Sierra,Solana Sierra @ Cadence Brace,TENNIS,Aces,2.5,,,187208,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14837024,Solana Sierra,Solana Sierra @ Cadence Brace,TENNIS,Aces,1.5,,,187208,2026-09-15T12:00:00.000-04:00,pre_game,goblin,2026-09-15T15:32:05.598951+00:00
prizepicks,14835484,Solana Sierra,Solana Sierra @ Cadence Brace,TENNIS,Total Tie Breaks,0.5,,,187208,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14875470,Cadence Brace,Solana Sierra @ Cadence Brace,TENNIS,Aces,0.5,,,187208,2026-09-15T12:00:00.000-04:00,pre_game,goblin,2026-09-15T15:32:05.598951+00:00
prizepicks,14853528,Wahvey,,RL,MAPS 1-3 Goals,2.5,,,187324,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14872032,Tapewaare,,CS2,MAP 3 Kills,13.5,,,187453,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14866474,Zaaramy,,R6,MAP 1 Kills,8.0,,,187344,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14853529,Tawk,,RL,MAPS 1-3 Goals,2.0,,,187324,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14872033,VENO,,CS2,MAP 3 Kills,14.5,,,187453,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14866475,Lasmooo,,R6,MAP 1 Kills,7.0,,,187344,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14853530,2Piece,,RL,MAPS 1-3 Goals,2.0,,,187324,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14872034,grecu,,CS2,MAP 3 Kills,16.5,,,187453,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14866476,Aqui,,R6,MAP 1 Kills,7.0,,,187344,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14853531,nxghtt,,RL,MAPS 1-3 Goals,2.0,,,187324,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14872035,NucleonZ,,CS2,MAP 3 Kills,15.5,,,187453,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14866477,Lollo,,R6,MAP 1 Kills,6.0,,,187344,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14853532,DRUFINHO,,RL,MAPS 1-3 Goals,1.5,,,187324,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14866478,Skeptic,,R6,MAP 1 Kills,6.0,,,187344,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14872037,BqreBedre,,CS2,MAP 3 Kills,12.5,,,187453,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14866479,Jlad,,R6,MAP 1 Kills,9.0,,,187344,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14853534,AtomiK,,RL,MAPS 1-3 Goals,3.5,,,187325,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14872038,As K,,CS2,MAP 3 Kills,12.5,,,187453,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14866480,Mowwwgli,,R6,MAP 1 Kills,8.5,,,187344,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14853535,ajg,,RL,MAPS 1-3 Goals,2.5,,,187325,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14872039,Brand,,CS2,MAP 3 Kills,13.5,,,187453,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14866481,Blaz,,R6,MAP 1 Kills,8.0,,,187344,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14853536,Dorito,,RL,MAPS 1-3 Goals,3.0,,,187325,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14872040,K1ngShield,,CS2,MAP 3 Kills,13.5,,,187453,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14866482,Hashom,,R6,MAP 1 Kills,7.5,,,187344,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14872041,GrEnNiE,,CS2,MAP 3 Kills,12.5,,,187453,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14866483,Tr1ixd,,R6,MAP 1 Kills,7.0,,,187344,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14872042,Tapewaare,,CS2,MAP 3 Headshots,9.5,,,187453,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14872043,VENO,,CS2,MAP 3 Headshots,8.5,,,187453,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14872044,grecu,,CS2,MAP 3 Headshots,5.5,,,187453,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14872045,NucleonZ,,CS2,MAP 3 Headshots,8.5,,,187453,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14872048,As K,,CS2,MAP 3 Headshots,6.5,,,187453,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14872049,Brand,,CS2,MAP 3 Headshots,7.5,,,187453,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14872051,GrEnNiE,,CS2,MAP 3 Headshots,8.5,,,187453,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14853552,Wahvey,,RL,MAPS 1-3 Saves,5.5,,,187324,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14853553,Tawk,,RL,MAPS 1-3 Saves,5.5,,,187324,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14853554,2Piece,,RL,MAPS 1-3 Saves,6.0,,,187324,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14853555,nxghtt,,RL,MAPS 1-3 Saves,4.5,,,187324,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14853556,DRUFINHO,,RL,MAPS 1-3 Saves,5.5,,,187324,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14853557,Bemmz,,RL,MAPS 1-3 Saves,6.0,,,187324,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14853558,AtomiK,,RL,MAPS 1-3 Saves,5.0,,,187325,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14853559,ajg,,RL,MAPS 1-3 Saves,4.5,,,187325,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14853560,Dorito,,RL,MAPS 1-3 Saves,4.0,,,187325,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14853561,gunz,,RL,MAPS 1-3 Saves,5.0,,,187325,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14853562,Snowyy,,RL,MAPS 1-3 Saves,4.5,,,187325,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14853563,tehqoz,,RL,MAPS 1-3 Saves,8.0,,,187325,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14853576,Wahvey,,RL,MAPS 1-3 Demos,6.5,,,187324,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14853577,Tawk,,RL,MAPS 1-3 Demos,4.0,,,187324,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14853578,2Piece,,RL,MAPS 1-3 Demos,2.5,,,187324,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14853579,nxghtt,,RL,MAPS 1-3 Demos,3.0,,,187324,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14853580,DRUFINHO,,RL,MAPS 1-3 Demos,6.5,,,187324,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14853582,AtomiK,,RL,MAPS 1-3 Demos,5.0,,,187325,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14853583,ajg,,RL,MAPS 1-3 Demos,5.5,,,187325,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14853584,Dorito,,RL,MAPS 1-3 Demos,4.0,,,187325,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14853585,gunz,,RL,MAPS 1-3 Demos,3.5,,,187325,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14853586,Snowyy,,RL,MAPS 1-3 Demos,3.5,,,187325,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14853587,tehqoz,,RL,MAPS 1-3 Demos,3.0,,,187325,2026-09-15T12:00:00.000-04:00,pre_game,standard,2026-09-15T15:32:05.598951+00:00
prizepicks,14852886,z1Nny,,CS2,MAP 3 Kills,15.5,,,187318,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14852887,executor,,CS2,MAP 3 Kills,16.5,,,187318,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14852888,bluewh1te,,CS2,MAP 3 Kills,14.5,,,187318,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14852889,Raijin,,CS2,MAP 3 Kills,15.5,,,187318,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14852890,synyx,,CS2,MAP 3 Kills,15.5,,,187318,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14852891,next1me,,CS2,MAP 3 Kills,13.5,,,187318,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14852892,leen,,CS2,MAP 3 Kills,14.5,,,187318,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14852893,Tarkky,,CS2,MAP 3 Kills,13.5,,,187318,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14852894,drac,,CS2,MAP 3 Kills,14.5,,,187318,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14852895,aimy,,CS2,MAP 3 Kills,14.5,,,187318,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14852896,z1Nny,,CS2,MAP 3 Headshots,9.5,,,187318,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14852898,bluewh1te,,CS2,MAP 3 Headshots,8.5,,,187318,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14852899,Raijin,,CS2,MAP 3 Headshots,9.5,,,187318,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14852900,synyx,,CS2,MAP 3 Headshots,9.5,,,187318,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14852902,leen,,CS2,MAP 3 Headshots,9.5,,,187318,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14852903,Tarkky,,CS2,MAP 3 Headshots,7.5,,,187318,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14852904,drac,,CS2,MAP 3 Headshots,7.5,,,187318,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14852905,aimy,,CS2,MAP 3 Headshots,8.5,,,187318,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14814504,Lorenzo Colombo,Südtirol @ Genoa,SOCCER,Goals,1.5,,,180566,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14814515,Milutin Osmajic,Südtirol @ Genoa,SOCCER,Goals,1.5,,,180566,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14823150,Junior Messias,Südtirol @ Genoa,SOCCER,Goals,1.5,,,180566,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14832182,Stephan El Shaarawy,Südtirol @ Genoa,SOCCER,Goals,1.5,,,180566,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14844338,Vítinha,Südtirol @ Genoa,SOCCER,Goals,1.5,,,180566,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14847106,Elias Havel,Südtirol @ Genoa,SOCCER,Goals,1.5,,,180566,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14847107,Joi Nuredini,Südtirol @ Genoa,SOCCER,Goals,1.5,,,180566,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14847108,Adam Zulevic,Südtirol @ Genoa,SOCCER,Goals,1.5,,,180566,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14814488,Fabian Tait,Südtirol @ Genoa,SOCCER,Goals,0.5,,,180566,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14814489,Lorenzo Anghelè,Südtirol @ Genoa,SOCCER,Goals,0.5,,,180566,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14814490,Kingsley Ehizibue,Südtirol @ Genoa,SOCCER,Goals,0.5,,,180566,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14814491,Stephan El Shaarawy,Südtirol @ Genoa,SOCCER,Goals,0.5,,,180566,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14814492,Djibril Sow,Südtirol @ Genoa,SOCCER,Goals,0.5,,,180566,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14814493,Mario Mitaj,Südtirol @ Genoa,SOCCER,Goals,0.5,,,180566,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14814494,Bjarki Bjarkason,Südtirol @ Genoa,SOCCER,Goals,0.5,,,180566,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14814495,Samuel Wiafe,Südtirol @ Genoa,SOCCER,Goals,0.5,,,180566,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14814496,Johan Vásquez,Südtirol @ Genoa,SOCCER,Goals,0.5,,,180566,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14814497,David Puczka,Südtirol @ Genoa,SOCCER,Goals,0.5,,,180566,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
prizepicks,14814498,Morten Frendrup,Südtirol @ Genoa,SOCCER,Goals,0.5,,,180566,2026-09-15T12:00:00.000-04:00,pre_game,demon,2026-09-15T15:32:05.598951+00:00
