sport,resolved_stat_key,odds_bucket,n,wins,win_rate,n_clusters,breakeven,edge,ci_lo,ci_hi,cluster_ci_lo,cluster_ci_hi,verdict
SOCCER,foulsCommitted,demon,186,158,0.8494623655913979,9,,,0.7910323126873562,0.8937491050840913,0.798555459057114,0.9003692721256817,no_valid_breakeven
SOCCER,totalShots,demon,185,158,0.8540540540540541,9,,,0.7959836620241559,0.8977194203475249,0.8053068914147042,0.902801216693404,no_valid_breakeven
MLB,p_outs,underdog,183,96,0.5245901639344263,106,0.4736710994144946,0.05091906451993167,0.45247447544701186,0.5956946688977165,0.4509005542806743,0.5982797735881782,inconclusive
NFL,receiving_yards,standard,179,129,0.7206703910614525,16,0.5549441528283543,0.16572623823309818,0.6508341925896337,0.7812337831883074,0.6605696893300088,0.7807710927928961,beats_breakeven
MLB,p_hits,underdog,173,83,0.4797687861271676,103,0.4901858499671006,-0.01041706383993296,0.4065730231866261,0.5538435303844794,0.40860072994393376,0.5509368423104014,inconclusive
MLB,p_baseOnBalls,underdog,171,96,0.5614035087719298,99,0.5033046143831419,0.0580988943887879,0.4864884041835566,0.6336203113624004,0.48635748224305086,0.6364495353008087,inconclusive
NFL,receptions,standard,169,118,0.6982248520710059,16,0.5549441528283543,0.14328069924265163,0.6252435010523353,0.7623946601310835,0.6178356221842894,0.7786140819577224,beats_breakeven
MLB,p_earnedRuns,underdog,163,77,0.4723926380368098,90,0.4952520753941734,-0.022859437357363566,0.39727071585440626,0.54878590311832,0.39272608981334445,0.5520591862602752,inconclusive
MLB,singles,goblin,162,74,0.4567901234567901,59,,,0.3819700748348308,0.5336120227812077,0.3822059313008453,0.5313743156127348,no_valid_breakeven
FIFA,totalShots,underdog,161,85,0.5279503105590062,39,0.5085878764223821,0.019362434136624085,0.4510859607292974,0.6035119077699164,0.4560419140489125,0.5998587070690999,inconclusive
FIFA,shotsOnTarget,underdog,152,78,0.5131578947368421,39,0.498491833076442,0.014666061660400131,0.4343573998964901,0.5913096877104134,0.44525330783525563,0.5810624816384287,inconclusive
SOCCER,totalShots,goblin,151,90,0.5960264900662252,9,,,0.5163177027508873,0.6709704678699279,0.5471392126173567,0.6449137675150938,no_valid_breakeven
NFL,receptions,underdog,146,83,0.5684931506849316,14,0.4923129823996958,0.07618016828523577,0.4874134752002689,0.6460608069750416,0.4764344537826817,0.6605518475871814,inconclusive
MLB,plateAppearances,goblin,141,60,0.425531914893617,59,,,0.34696192865301656,0.5080521004656897,0.3255614011582796,0.5255024286289545,no_valid_breakeven
NFL,receiving_yards,underdog,138,79,0.572463768115942,14,0.4968302780841798,0.07563349003176223,0.4890605970753871,0.6519417604840313,0.4687943341185623,0.6761332021133217,inconclusive
NFL,targets,standard,123,61,0.4959349593495935,16,0.5549441528283543,-0.059009193478760824,0.4090456448439738,0.5830705063240971,0.4025976692942801,0.5892722494049069,inconclusive
MLB,p_strikeOuts,demon,121,79,0.6528925619834711,63,,,0.5645471366373127,0.7318284304813402,0.566691372467923,0.7390937514990192,no_valid_breakeven
MLB,p_strikeOuts,goblin,119,55,0.46218487394957986,62,,,0.3751921938244886,0.5515427233371244,0.3736265922995513,0.5507431555996084,no_valid_breakeven
SOCCER,shotsOnTarget,demon,119,96,0.8067226890756303,10,,,0.7266458695547726,0.8676153579121442,0.7463058831537617,0.8671394949974989,no_valid_breakeven
MLB,p_strikeOuts,standard,118,65,0.5508474576271186,79,0.5549441528283543,-0.004096695201235678,0.4609073118114431,0.6375812175578363,0.45883173643230213,0.6428631788219351,inconclusive
MLB,pitcher fs,standard,116,59,0.5086206896551724,79,0.5549441528283543,-0.04632346317318192,0.41883677386447277,0.5978519218805772,0.41624041555720986,0.6010009637531349,inconclusive
MLB,p_earnedRuns,goblin,113,52,0.46017699115044247,63,,,0.37110242693962714,0.551870212942059,0.3582403106595873,0.5621136716412977,no_valid_breakeven
MLB,p_hits,demon,111,73,0.6576576576576577,61,,,0.5654402975469389,0.7393273127963514,0.5690885250692902,0.7462267902460252,no_valid_breakeven
MLB,p_hits,goblin,110,59,0.5363636363636364,60,,,0.4435223086398581,0.62675077255366,0.46077067003153904,0.6119566026957337,no_valid_breakeven
NFL,def_sacks,standard,110,82,0.7454545454545455,15,0.5549441528283543,0.19051039262619118,0.6567240561921773,0.8176192418640693,0.6552917375408661,0.8356173533682248,beats_breakeven
MLB,p_baseOnBalls,demon,110,80,0.7272727272727273,62,,,0.637432407306822,0.8017743501526656,0.6422909208847346,0.81225453366072,no_valid_breakeven
MLB,p_earnedRuns,demon,103,68,0.6601941747572816,57,,,0.5644371441570132,0.7444313115755855,0.5782617947803194,0.7421265547342438,no_valid_breakeven
MLB,p_strikes,standard,94,59,0.6276595744680851,68,0.5549441528283544,0.07271542163973066,0.5267247800539883,0.7185696550329277,0.5313327405305964,0.7239864084055737,inconclusive
MLB,triples,demon,93,88,0.946236559139785,24,,,0.8802500214822403,0.9768196675770071,0.9028422522868462,0.9896308659927238,no_valid_breakeven
NFL,rushing_yards,standard,89,63,0.7078651685393258,16,0.5549441528283543,0.1529210157109715,0.6063629876750216,0.7921652582836864,0.6328797425795505,0.7828505944991011,beats_breakeven
MLB,p_baseOnBalls,goblin,88,55,0.625,56,,,0.5206205279693488,0.7189223371375308,0.5319960577005164,0.7180039422994836,no_valid_breakeven
SOCCER,totalGoals+goalAssists,demon,86,73,0.8488372093023255,9,,,0.7583624424375595,0.9094796262700323,0.7720082769129774,0.9256661416916737,no_valid_breakeven
MLB,p_outs,goblin,85,43,0.5058823529411764,55,,,0.40166252134606184,0.609593466839653,0.3986386058812781,0.6131261000010748,no_valid_breakeven
SOCCER,saves,standard,81,42,0.5185185185185185,53,0.5549441528283543,-0.03642563430983581,0.4113545922111773,0.6240054198583734,0.41397028165269456,0.6230667553843424,inconclusive
SOCCER,totalShots,standard,81,42,0.5185185185185185,36,0.5549441528283543,-0.03642563430983581,0.4113545922111773,0.6240054198583734,0.4170530208158173,0.6199840162212197,inconclusive
MLB,singles,underdog,80,40,0.5,50,0.4636834254006425,0.0363165745993575,0.392972274311075,0.6070277256889249,0.3775,0.6225,inconclusive
MLB,plateAppearances,standard,79,44,0.5569620253164557,63,0.5549441528283544,0.0020178724881012577,0.4473171607311567,0.661323908490104,0.437941694604593,0.6759823560283184,inconclusive
MLB,pitcher fs,demon,79,54,0.6835443037974683,50,,,0.5745170514704334,0.7755486160202958,0.5962310506699567,0.7708575569249799,no_valid_breakeven
MLB,p_numberOfPitches,standard,78,43,0.5512820512820513,59,0.5549441528283544,-0.003662101546303087,0.4410917185751463,0.6566580810377646,0.4480632314812415,0.6545008710828611,inconclusive
MLB,p_outs,demon,78,60,0.7692307692307693,48,,,0.6644403349060594,0.8487461130617223,0.6707440707212212,0.8677174677403173,no_valid_breakeven
MLB,numberOfPitchesSeen,goblin,67,32,0.47761194029850745,38,,,0.36250188635242525,0.5951501147316833,0.3354871267484584,0.6197367538485565,no_valid_breakeven
MLB,pitcher fs,goblin,66,19,0.2878787878787879,45,,,0.19271802784703906,0.40637477644152253,0.17509899135160034,0.40065858440597546,no_valid_breakeven
MLB,p_hits,standard,64,26,0.40625,50,0.5549441528283543,-0.1486941528283543,0.29456724435258885,0.528550134954503,0.2813186834204302,0.5311813165795698,below_breakeven
MLB,p_outs,standard,63,31,0.49206349206349204,53,0.5549441528283544,-0.06288066076486237,0.3726660281435346,0.6123732288461243,0.3673614718899299,0.6167655122370541,inconclusive
MLB,numberOfPitchesSeen,demon,61,24,0.39344262295081966,38,,,0.28068166862043625,0.5188297561439126,0.2803780223004376,0.5065072236012017,no_valid_breakeven
NFL,rushing_yards,underdog,60,27,0.45,14,0.49860406091370557,-0.04860406091370556,0.3309345385376083,0.575082854510185,0.3277725253653846,0.5722274746346154,inconclusive
SOCCER,totalGoals,demon,58,48,0.8275862068965517,9,,,0.7109149994332448,0.9035581060491489,0.7324248910556014,0.922747522737502,no_valid_breakeven
NFL,def_sacks,underdog,57,24,0.42105263157894735,13,0.4457816079605821,-0.024728976381634737,0.3018739975305185,0.5502008985931862,0.3237551542057744,0.5183501089521203,inconclusive
MLB,baseOnBalls,standard,56,36,0.6428571428571429,35,0.5549441528283543,0.0879129900287886,0.5119364571733127,0.7554360729729401,0.5150719945900338,0.770642291124252,inconclusive
MLB,p_battersFaced,standard,56,31,0.5535714285714286,48,0.5549441528283543,-0.0013727242569256948,0.4241298613178389,0.676134837487006,0.4327365667566889,0.6744062903861683,inconclusive
MLB,p_earnedRuns,standard,56,31,0.5535714285714286,45,0.5549441528283543,-0.0013727242569256948,0.4241298613178389,0.676134837487006,0.42693161632640614,0.6802112408164511,inconclusive
NFL,rushing_yards+receiving_yards,standard,55,32,0.5818181818181818,16,0.5549441528283544,0.02687402898982738,0.4503286833116465,0.7026243295228106,0.4539849150959831,0.7096514485403804,inconclusive
SOCCER,goalie fantasy score,standard,55,32,0.5818181818181818,41,0.5549441528283544,0.02687402898982738,0.4503286833116465,0.7026243295228106,0.4472344997633143,0.7164018638730493,inconclusive
MLB,p_numberOfPitches,demon,54,42,0.7777777777777778,38,,,0.6506107316841219,0.8680471201042104,0.6600307957464969,0.8955247598090587,no_valid_breakeven
SOCCER,goalAssists,demon,48,37,0.7708333333333334,8,,,0.6346046409154885,0.8669230897101095,0.6229117110897935,0.9187549555768733,no_valid_breakeven
MLB,p_baseOnBalls,standard,47,28,0.5957446808510638,42,0.5549441528283544,0.04080052802270939,0.4534186823631264,0.7236017103861183,0.4641588598372502,0.7273305018648775,inconclusive
MLB,p_numberOfPitches,goblin,45,19,0.4222222222222222,34,,,0.2896848798168782,0.566994672040555,0.2756680934549582,0.5687763509894863,no_valid_breakeven
MLB,balls thrown,goblin,42,23,0.5476190476190477,31,,,0.399488627471227,0.6877683618136149,0.398664943604151,0.6965731516339444,no_valid_breakeven
NFL,rushing_yards+receiving_yards,underdog,40,17,0.425,14,0.5,-0.07500000000000001,0.2850916852481588,0.5780519956394001,0.31897501564398933,0.5310249843560106,inconclusive
SOCCER,shotsOnTarget,goblin,40,15,0.375,8,,,0.24222773535791722,0.529678399454681,0.2532020115108628,0.4967979884891372,no_valid_breakeven
NFL,attempts,standard,31,22,0.7096774193548387,16,0.5549441528283545,0.15473326652648423,0.5340734004245933,0.8390437928156712,0.5539154970027387,0.8654393417069388,inconclusive
NFL,passing_yards,standard,31,23,0.7419354838709677,16,0.5549441528283545,0.18699133104261323,0.567535275722849,0.8629845626313023,0.6145704724093094,0.8693004953326261,beats_breakeven
NFL,passing_yards+rushing_yards,standard,31,22,0.7096774193548387,16,0.5549441528283545,0.15473326652648423,0.5340734004245933,0.8390437928156712,0.5842430903015565,0.835111748408121,beats_breakeven
NFL,passing_tds,standard,30,24,0.8,16,0.5549441528283545,0.24505584717164552,0.6269395261897257,0.9049502189759876,0.6664043824182955,0.9335956175817046,beats_breakeven
MLB,strikeOuts,underdog,30,15,0.5,23,0.5052786595503161,-0.005278659550316145,0.3315385122717376,0.6684614877282624,0.3232593636843736,0.6767406363156264,inconclusive
MLB,runs,goblin,30,14,0.4666666666666667,14,,,0.3023212722412823,0.6385798671847496,0.26809624695127976,0.6652370863820536,no_valid_breakeven
NFL,passing_interceptions,standard,29,25,0.8620689655172413,16,0.5549441528283544,0.3071248126888869,0.6944064228730067,0.9450264914795217,0.7085112501803412,1.0156266808541414,not_enough_evidence
NFL,kicking points,standard,27,17,0.6296296296296297,16,0.5549441528283544,0.07468547680127524,0.442289046234463,0.7846771293206315,0.4258428157392739,0.8334164435199853,not_enough_evidence
NFL,fg_made,standard,27,25,0.9259259259259259,16,0.5549441528283544,0.3709817730975715,0.7663002270926939,0.9794457783026164,0.8288573836223223,1.0229944682295296,not_enough_evidence
NFL,rushing_tds,standard,26,19,0.7307692307692307,14,0.5549441528283544,0.17582507794087632,0.5391659658023868,0.8629572447493261,0.5536294934650345,0.9079089680734269,not_enough_evidence
SOCCER,shotsOnTarget,standard,25,13,0.52,15,0.5549441528283543,-0.03494415282835428,0.3349821795314731,0.6996899607103999,0.3164531338487374,0.7235468661512626,not_enough_evidence
NFL,completions,underdog,25,13,0.52,14,0.4940668544186132,0.02593314558138682,0.3349821795314731,0.6996899607103999,0.3086405435516219,0.7313594564483781,not_enough_evidence
NFL,passing_yards,underdog,24,14,0.5833333333333334,14,0.5,0.08333333333333337,0.3883433764938864,0.7553265275346178,0.40079917126253917,0.7658674954041276,not_enough_evidence
EPL,tackles,demon,23,20,0.8695652173913043,1,,,0.678721020269818,0.9546242348565529,,,not_enough_evidence
MLB,p_battersFaced,goblin,23,9,0.391304347826087,21,,,0.22157377982382145,0.5921482039625401,0.19012027282001437,0.5924884228321596,not_enough_evidence
NFL,attempts,underdog,21,9,0.42857142857142855,13,0.4990648089817406,-0.07049338041031206,0.24469699486521046,0.6345378370296754,0.20652705529504106,0.6506158018478161,not_enough_evidence
NFL,kicking points,underdog,20,8,0.4,14,0.49750198252910327,-0.09750198252910325,0.21880396741419272,0.613422057684794,0.20919500087181236,0.5908049991281876,not_enough_evidence
NFL,receiving_tds,standard,19,13,0.6842105263157895,13,0.5549441528283544,0.12926637348743508,0.4601001017506463,0.846358289955714,0.5243744109141036,0.8440466417174753,not_enough_evidence
NFL,fg_made,underdog,18,7,0.3888888888888889,12,0.5050854803635203,-0.1161965914746314,0.2030499192693116,0.6138133141934383,0.17838174882718047,0.5993960289505973,not_enough_evidence
NFL,passing_tds,underdog,17,9,0.5294117647058824,13,0.4884006079703352,0.04101115673554717,0.3096289731154949,0.738351988039119,0.2562026472438887,0.802620882167876,not_enough_evidence
SOCCER,saves,goblin,16,10,0.625,10,,,0.38640647097934805,0.8151901744524719,0.4572599667640429,0.7927400332359571,not_enough_evidence
SOCCER,totalGoals+goalAssists,goblin,14,9,0.6428571428571429,4,,,0.3876400468214041,0.8365550926279727,0.5580043291147572,0.7277099565995286,not_enough_evidence
SOCCER,saves,demon,14,9,0.6428571428571429,8,,,0.3876400468214041,0.8365550926279727,0.321787501991311,0.9639267837229748,not_enough_evidence
EPL,saves,standard,14,5,0.35714285714285715,10,0.5549441528283543,-0.19780129568549715,0.16344490737202735,0.6123599531785959,0.058628014779682325,0.6556576995060319,not_enough_evidence
EPL,goals_scored+assists,demon,12,12,1.0,1,,,0.7574992425007574,0.9999999999999998,,,not_enough_evidence
MLB,p_battersFaced,demon,11,5,0.45454545454545453,9,,,0.21270957543988048,0.7199122443100118,0.08927362518664178,0.8198172839042672,not_enough_evidence
MLB,balls thrown,standard,9,3,0.3333333333333333,9,0.5549441528283543,-0.22161081949502098,0.12058159868274292,0.6458026525009103,0.006666666666666654,0.6599999999999999,not_enough_evidence
EPL,tackles,standard,8,3,0.375,5,0.5549441528283543,-0.1799441528283543,0.13684175946152105,0.6942621454161982,0.13777977004479572,0.6122202299552043,not_enough_evidence
EPL,assists,demon,8,8,1.0,1,,,0.6755843804891231,1.0,,,not_enough_evidence
MLB,baseOnBalls,goblin,8,4,0.5,7,,,0.2152125268244419,0.7847874731755581,0.17589546439458764,0.8241045356054124,not_enough_evidence
MLB,rbi,standard,7,4,0.5714285714285714,3,0.5549441528283543,0.0164844186002171,0.2504542304090258,0.8417830777373732,-0.020517372049378202,1.163374514906521,not_enough_evidence
EPL,goals_scored,demon,7,6,0.8571428571428571,1,,,0.4868654966809702,0.9743210440510253,,,not_enough_evidence
MLB,strikeOuts,standard,6,3,0.5,4,0.5549441528283543,-0.0549441528283543,0.1876128068994087,0.8123871931005913,0.12279782412944451,0.8772021758705555,not_enough_evidence
SOCCER,totalGoals,goblin,5,3,0.6,2,,,0.23071993220883702,0.8823817688407467,-0.3408000000000001,1.5408,not_enough_evidence
EPL,saves,demon,1,1,1.0,1,,,0.20654329147389294,1.0,,,not_enough_evidence
EPL,saves,goblin,1,1,1.0,1,,,0.20654329147389294,1.0,,,not_enough_evidence
MLB,doubles,underdog,1,1,1.0,1,0.7035398230088495,0.29646017699115046,0.20654329147389294,1.0,,,not_enough_evidence
SOCCER,foulsCommitted,standard,1,1,1.0,1,0.5549441528283543,0.4450558471716457,0.20654329147389294,1.0,,,not_enough_evidence
